name,description,category,brand,price,old_price,stock,image,is_available,is_featured
Hope Product,Line pick feeling unit on score class total.,Clothing,Adidas,901,993,46,img930.jpg,True,True
Food Product,Financial indicate because too quality note.,Sports,Samsung,2405,2564,22,img931.jpg,True,False
Force Product,No least development.,Clothing,Generic,772,907,13,img932.jpg,True,True
Building Product,Make health card or.,Home,Generic,1746,1763,24,img933.jpg,True,False
A Product,Build suffer wall increase Democrat suggest protect.,Sports,Nike,601,727,42,img934.jpg,False,True
Bag Product,Baby order medical newspaper suggest.,Beauty,Generic,1535,1578,21,img935.jpg,True,False
Positive Product,Economic born herself whom wear.,Sports,Nike,250,390,39,img936.jpg,False,True
Just Product,Away language bed type perform consider with.,Sports,Adidas,2408,2568,45,img937.jpg,False,True
Music Product,North treatment reduce even three agree reason.,Home,Adidas,2983,3155,13,img938.jpg,True,False
Daughter Product,Thus leave marriage soon how along organization.,Home,Nike,475,516,11,img939.jpg,False,False
Owner Product,Your quality who sport great of cup.,Sports,Generic,375,571,19,img940.jpg,True,False
Positive Product,Specific PM live.,Home,Generic,267,435,30,img941.jpg,False,True
Contain Product,Feel safe keep these response drop.,Beauty,Adidas,1571,1672,50,img942.jpg,True,False
Although Product,Wrong back yard gun even leave.,Beauty,Apple,2049,2134,29,img943.jpg,False,True
Author Product,Administration about shake sure television big impact.,Beauty,Apple,1302,1317,23,img944.jpg,False,False
Writer Product,This although do political design report catch yes.,Clothing,Samsung,1437,1500,44,img945.jpg,True,True
Although Product,Threat bit believe.,Electronics,Nike,454,638,10,img946.jpg,False,True
Perform Product,Tax trouble take you direction.,Sports,Apple,403,529,50,img947.jpg,False,False
A Product,Himself protect form president wide board perform.,Home,Apple,469,483,35,img948.jpg,False,False
Parent Product,Animal one bring rather station.,Clothing,Generic,2344,2390,35,img949.jpg,True,False
Month Product,Page may head hope.,Beauty,Apple,2071,2140,8,img950.jpg,True,False
Quality Product,Story also across call.,Home,Apple,313,435,50,img951.jpg,False,True
Ok Product,Better everything often build.,Clothing,Apple,2854,3003,43,img952.jpg,True,True
Reveal Product,Perhaps speech safe end area old before.,Clothing,Nike,2952,2985,36,img953.jpg,True,False
Space Product,Doctor information ten claim marriage.,Beauty,Adidas,2637,2784,49,img954.jpg,True,False
Rest Product,Learn west address chair offer second walk.,Electronics,Generic,2696,2836,35,img955.jpg,True,True
Study Product,Player walk middle book by price news.,Sports,Adidas,965,1129,35,img956.jpg,False,False
Whatever Product,Miss move parent use whose tree police.,Electronics,Apple,1530,1726,16,img957.jpg,False,True
Next Product,Some nice in notice common above war.,Beauty,Generic,244,441,2,img958.jpg,False,True
Trip Product,Firm ground speak fine movie sound feeling.,Home,Samsung,1666,1731,3,img959.jpg,False,True
These Product,Brother drug many pass enter position.,Home,Samsung,1859,1893,23,img960.jpg,True,False
Chair Product,Prove somebody community nothing soon reach say plan.,Clothing,Adidas,55,254,49,img961.jpg,True,False
Generation Product,Marriage source hope among seven.,Home,Generic,1454,1604,4,img962.jpg,False,True
Explain Product,Former send mean cultural.,Sports,Samsung,2979,3053,38,img963.jpg,False,True
Social Product,Deep certainly always pattern detail.,Beauty,Nike,1577,1690,17,img964.jpg,True,False
Although Product,Shoulder up skill reach.,Home,Samsung,2983,3051,1,img965.jpg,False,True
Among Product,Exactly speech another democratic.,Home,Generic,470,557,18,img966.jpg,True,False
But Product,Support point image wear.,Clothing,Apple,2250,2310,49,img967.jpg,True,True
Politics Product,Back hear heart.,Sports,Adidas,1781,1798,47,img968.jpg,False,False
Analysis Product,Report I morning fund score federal bed.,Electronics,Apple,1519,1618,13,img969.jpg,False,False
Control Product,Them technology involve trade certain.,Beauty,Apple,1854,2002,22,img970.jpg,False,False
Total Product,Artist I exist use.,Electronics,Apple,2084,2116,31,img971.jpg,False,True
His Product,Nor change maintain white image city card.,Clothing,Adidas,1809,1863,9,img972.jpg,False,False
Conference Product,Real beautiful less recently thousand agree fish.,Beauty,Generic,648,688,42,img973.jpg,False,False
Five Product,Fire house lose she parent.,Home,Generic,843,975,22,img974.jpg,True,False
Various Product,Participant event offer shake feeling.,Home,Samsung,182,365,35,img975.jpg,False,True
Government Product,Would style reality leg risk religious bank simple.,Beauty,Adidas,623,791,15,img976.jpg,True,False
Candidate Product,Relate sea read determine especially.,Home,Samsung,2748,2847,31,img977.jpg,True,False
Factor Product,Detail offer remain ok health.,Electronics,Adidas,687,700,7,img978.jpg,True,False
Subject Product,Wrong condition his arrive bad.,Sports,Samsung,1679,1878,17,img979.jpg,True,True
Rise Product,Commercial we rise another kitchen under.,Sports,Generic,1184,1255,28,img980.jpg,True,True
Tough Product,Design throw thought mouth.,Home,Generic,2824,2984,39,img981.jpg,False,True
Recently Product,Mention apply half situation share.,Home,Adidas,1528,1644,12,img982.jpg,False,False
Wide Product,Billion similar trial pretty.,Home,Samsung,2802,2979,23,img983.jpg,False,False
High Product,Shake tend tell sing poor into.,Sports,Apple,2309,2432,12,img984.jpg,True,True
Term Product,College top then maintain Republican officer.,Clothing,Samsung,1149,1317,10,img985.jpg,False,True
Whom Product,Fill join entire everybody north color place.,Home,Nike,2179,2318,49,img986.jpg,False,False
Shoulder Product,Its year of create.,Home,Nike,1483,1612,38,img987.jpg,True,True
Church Product,Apply anyone discuss between.,Sports,Nike,1326,1451,38,img988.jpg,False,True
Pass Product,Dinner lay ready quality way near we.,Electronics,Apple,410,453,10,img989.jpg,False,True
Age Product,Particularly growth possible guy perhaps.,Home,Samsung,1745,1772,39,img990.jpg,True,False
Camera Product,Side character sit citizen.,Home,Samsung,137,249,11,img991.jpg,False,True
Already Product,War team final number front.,Home,Adidas,2185,2246,30,img992.jpg,True,False
Model Product,Just choice throughout especially professional hard.,Electronics,Generic,1078,1203,44,img993.jpg,False,False
I Product,Pm fly customer thing another.,Electronics,Nike,2773,2799,8,img994.jpg,False,True
Dark Product,Industry guess across consider home city whether company.,Sports,Generic,336,525,50,img995.jpg,True,False
Art Product,Structure by executive I end picture.,Home,Adidas,733,763,39,img996.jpg,False,True
The Product,Since successful wind free speak.,Home,Samsung,347,442,48,img997.jpg,False,True
Information Product,Fear score town information main.,Sports,Generic,2605,2670,38,img998.jpg,False,False
Action Product,Indicate majority save ago.,Sports,Adidas,1177,1248,1,img999.jpg,False,True
